0,3999,6521,0
0,1010030,1011112,0
0,1011140,1012512,0
0,1015431,1015508,0
0,1021001,1021095,0
0,1034357,1034434,0
0,1045487,1045582,0
0,1051057,1051134,0
0,1062186,1063539,0
0,1063566,1063566,0
0,1069184,1070555,0
0,1074753,1074847,0
0,1085883,1085977,0
0,1097013,1097090,0
0,1102582,1102659,0
0,1108142,1109495,0
0,1109522,1109522,0
0,1115140,1116538,0
0,1116556,1117954,0
0,1117981,1119380,0
0,1119407,1120805,0
0,1120832,1122231,0
0,1122249,1123647,0
0,1123665,1125063,0
0,1125081,1126480,0
0,1135976,1137348,0
0,1147097,1148450,0
0,1148468,1148468,0
0,1154094,1155466,0
0,1159655,1161007,0
0,1161025,1162424,0
0,1162451,1163849,0
0,1163867,1165266,0
0,1165293,1166691,0
0,1166709,1168107,0
0,1168125,1169524,0
0,1169551,1170949,0
0,1170976,1172375,0
0,1172393,1173791,0
0,1173809,1175207,0
0,1175225,1176624,0
0,1176642,1178040,0
0,1178067,1179466,0
0,1179493,1180891,0
0,1180909,1182307,0
0,1182334,1183733,0
0,1183751,1185149,0
0,1185176,1186575,0
0,1186602,1188000,0
0,1188027,1189425,0
0,1189452,1190851,0
0,1190878,1192276,0
0,1192303,1193702,0
0,1193720,1195118,0
0,1195145,1196543,0
0,1196570,1197969,0
0,1197996,1199394,0
0,1199412,1200811,0
0,1200829,1202227,0
0,1202254,1203652,0
0,1203670,1205069,0
0,1205087,1206485,0
0,1206503,1207902,0
0,1207920,1209318,0
0,1209336,1210734,0
0,1210752,1212151,0
0,1212169,1213567,0
0,1213585,1214984,0
0,1215002,1216400,0
0,1216427,1217825,0
0,1217843,1219242,0
0,1219260,1220658,0
0,1220676,1222075,0
0,1222093,1223491,0
0,1223509,1224907,0
0,1224934,1226333,0
0,1226360,1227758,0
0,1227785,1229184,0
0,1233120,1234491,0
0,1238689,1238783,0
0,1249828,1249905,0
0,1260958,1261035,0
0,1277648,1279001,0
0,1279019,1279019,0
0,1284645,1286043,0
0,1286070,1287469,0
0,1287496,1288894,0
0,1288921,1290320,0
0,1290347,1291745,0
0,1291772,1293170,0
0,1293188,1294587,0
0,1294605,1296003,0
0,1296021,1297420,0
0,1297438,1298836,0
0,1298863,1300261,0
0,1300279,1301678,0
0,1301705,1303103,0
0,1303121,1304520,0
0,1304538,1305936,0
0,1305954,1307352,0
0,1307379,1308778,0
0,1308796,1310194,0
0,1310221,1311620,0
0,1311647,1313045,0
0,1313063,1314461,0
